-579	-183	-8463	8	-94	-35	
-587	-192	-8454	6	-94	-35	
-584	-184	-8467	8	-96	-35	
-585	-184	-8468	8	-95	-34	
-579	-193	-8464	8	-94	-34	
-597	-167	-8463	9	-94	-36	
-577	-195	-8464	8	-94	-35	
-590	-180	-8462	6	-95	-35	
-373	-100	-8286	46	-266	52	
-601	-206	-8463	7	-123	18	
-634	-193	-8478	10	-129	-121	
-629	-201	-8469	26	-97	-45	
-627	-190	-8454	-46	-40	-72	
-607	-180	-8457	3	-89	-39	
-610	-183	-8464	6	-94	-39	
-601	-189	-8474	7	-94	-36	
-605	-181	-8471	6	-93	-36	
-601	-172	-8472	6	-94	-36	
-604	-170	-8476	7	-95	-37	
-608	-187	-8445	5	-93	-39	
-595	-193	-8464	11	-90	-37	
-612	-169	-8480	11	-92	-36	
-602	-181	-8460	10	-92	-36	
-614	-171	-8465	7	-93	-36	
-589	-181	-8474	6	-96	-38	
-605	-181	-8469	3	-97	-36	
-603	-180	-8468	5	-97	-37	
-600	-184	-8462	11	-89	-37	
-596	-179	-8464	9	-94	-36	
-600	-181	-8459	6	-91	-37	
-612	-187	-8463	6	-94	-33	
-601	-168	-8458	7	-95	-37	
-610	-173	-8466	9	-91	-35	
-597	-193	-8462	7	-96	-36	
-598	-178	-8455	5	-94	-35	
-603	-179	-8465	8	-92	-36	
-603	-190	-8470	8	-94	-35	
-601	-179	-8468	7	-94	-36	
-602	-174	-8464	-2	-102	-39	
-601	-187	-8469	12	-89	-34	
-601	-179	-8464	8	-95	-36	
-597	-184	-8464	7	-94	-36	
-601	-180	-8475	7	-95	-37	
-601	-185	-8466	9	-93	-36	
-600	-176	-8470	7	-93	-36	
-595	-188	-8471	8	-95	-35	
-602	-180	-8464	8	-93	-36	
-609	-174	-8451	6	-96	-36	
-606	-190	-8465	8	-93	-35	
-592	-164	-8461	8	-96	-36	
-609	-211	-8477	4	-93	-36	
-589	-176	-8468	7	-95	-38	
-622	-146	-8466	9	-92	-37	
-567	-212	-8482	18	-93	-29	
-613	-153	-8476	9	-97	-36	
-572	-208	-8474	2	-99	-37	
-617	-171	-8471	6	-95	-37	
-586	-176	-8479	8	-94	-36	
-606	-179	-8471	9	-95	-34	
-593	-187	-8467	8	-94	-37	
-602	-176	-8469	8	-94	-36	
-597	-180	-8474	8	-94	-35	
-593	-177	-8469	8	-95	-34	
-606	-186	-8471	9	-97	-35	
-596	-180	-8467	5	-92	-37	
-602	-179	-8479	11	-97	-36	
-592	-195	-8459	10	-92	-34	
-606	-168	-8461	6	-94	-37	
-595	-173	-8469	7	-92	-36	
-595	-189	-8461	-3	-107	-39	
-597	-165	-8468	11	-89	-33	
-598	-190	-8474	9	-94	-36	
-596	-167	-8462	8	-93	-35	
-596	-187	-8463	8	-94	-37	
-599	-181	-8464	7	-95	-36	
-587	-179	-8470	7	-94	-37	
-598	-183	-8468	7	-94	-35	
-597	-177	-8463	7	-94	-36	
-595	-174	-8470	7	-95	-36	
-597	-174	-8464	9	-93	-36	
-591	-174	-8472	9	-94	-36	
-595	-185	-8468	8	-95	-36	
-600	-175	-8460	8	-93	-35	
-593	-181	-8468	7	-94	-36	
-590	-175	-8464	8	-94	-35	
-597	-178	-8467	7	-94	-37	
-598	-180	-8467	7	-94	-35	
-601	-178	-8465	7	-95	-36	
-595	-177	-8469	8	-95	-35	
-599	-174	-8462	7	-95	-37	
-604	-173	-8474	9	-97	-37	
-596	-193	-8468	8	-92	-35	
-592	-166	-8478	6	-95	-37	
-607	-184	-8464	7	-96	-37	
-592	-172	-8462	8	-95	-37	
-603	-174	-8470	8	-94	-35	
-594	-184	-8459	7	-95	-35	
-602	-183	-8463	7	-95	-36	
-594	-185	-8458	13	-88	-36	
-589	-178	-8472	10	-93	-35	
-600	-189	-8466	8	-93	-36	
-592	-191	-8462	7	-94	-36	
-601	-179	-8463	7	-94	-34	
-595	-184	-8458	8	-92	-37	
-595	-181	-8479	7	-97	-35	
-594	-182	-8461	6	-97	-37	
-593	-179	-8463	3	-93	-36	
-599	-191	-8464	3	-100	-37	
-600	-169	-8460	12	-88	-35	
-599	-182	-8470	11	-97	-35	
-592	-186	-8485	8	-102	-37	
-590	-175	-8465	5	-96	-37	
-615	-191	-8468	3	-95	-37	
-575	-191	-8480	13	-98	-36	
-596	-206	-8451	7	-93	-37	
-590	-167	-8469	9	-96	-35	
-586	-192	-8459	6	-97	-37	
-610	-189	-8467	6	-96	-35	
-586	-152	-8459	10	-95	-35	
-597	-211	-8487	6	-91	-35	
-594	-166	-8458	7	-95	-37	
-598	-174	-8492	12	-103	-38	
-601	-204	-8472	12	-95	-33	
-579	-170	-8469	15	-94	-35	
-594	-167	-8469	4	-98	-36	
-594	-204	-8474	8	-96	-36	
-597	-174	-8480	13	-96	-35	
-585	-175	-8474	5	-94	-35	
-605	-180	-8461	8	-92	-36	
-585	-176	-8472	9	-100	-35	
-600	-169	-8464	7	-95	-36	
-590	-201	-8444	4	-92	-36	
-591	-167	-8483	9	-102	-34	
-598	-181	-8460	9	-90	-35	
-595	-174	-8462	7	-97	-38	
-592	-179	-8463	9	-93	-37	
-599	-178	-8456	2	-97	-35	
-588	-180	-8472	7	-97	-36	
-597	-175	-8476	9	-93	-34	
-591	-189	-8478	13	-88	-36	
-590	-176	-8466	9	-92	-34	
-591	-186	-8462	5	-96	-36	
-588	-195	-8473	3	-97	-35	
-594	-181	-8469	10	-92	-33	
-584	-184	-8455	7	-97	-35	
-612	-164	-8470	0	-106	-39	
-574	-208	-8492	11	-96	-41	
-609	-170	-8468	3	-95	-32	
-595	-176	-8453	8	-92	-36	
-591	-160	-8458	3	-99	-38	
-618	-185	-8466	10	-91	-36	
-578	-213	-8449	17	-84	-35	
-610	-162	-8458	20	-86	-33	
-575	-205	-8454	-4	-100	-37	
-596	-185	-8456	4	-97	-34	
-605	-170	-8463	7	-93	-36	
-596	-181	-8464	7	-95	-37	
-590	-177	-8473	6	-95	-37	
-597	-183	-8494	14	-95	-35	
-597	-197	-8464	6	-95	-34	
-595	-163	-8476	6	-99	-37	
-603	-181	-8468	8	-94	-36	
-591	-187	-8465	24	-86	-36	
-600	-171	-8461	-4	-99	-37	
-589	-193	-8462	7	-94	-35	
-601	-180	-8472	7	-95	-37	
-593	-164	-8475	10	-92	-34	
-596	-189	-8462	6	-95	-36	
-588	-177	-8468	6	-96	-36	
-600	-183	-8466	8	-93	-35	
-607	-173	-8461	9	-95	-37	
-595	-163	-8472	9	-91	-35	
-600	-197	-8455	6	-96	-36	
-579	-175	-8466	6	-94	-37	
-600	-192	-8472	7	-94	-36	
-602	-179	-8467	8	-95	-37	
-585	-184	-8464	7	-93	-35	
-603	-173	-8474	8	-94	-36	
-587	-175	-8465	7	-95	-36	
-607	-161	-8461	6	-97	-37	
-592	-183	-8472	8	-93	-36	
-602	-192	-8456	8	-93	-37	
-590	-183	-8458	6	-97	-36	
-605	-187	-8473	7	-95	-36	
-588	-176	-8461	7	-94	-37	
-600	-165	-8464	8	-94	-34	
-593	-192	-8461	7	-95	-35	
-593	-176	-8471	7	-96	-37	
-597	-188	-8473	8	-95	-36	
-595	-186	-8469	8	-94	-37	
-601	-179	-8469	7	-94	-36	
-590	-175	-8471	8	-93	-35	
-595	-171	-8465	8	-92	-35	
-602	-181	-8481	7	-93	-35	
-588	-171	-8469	9	-94	-36	
-599	-178	-8464	7	-94	-35	
-591	-181	-8465	8	-95	-37	
-602	-172	-8464	7	-94	-36	
-593	-179	-8466	8	-94	-36	
-596	-168	-8474	8	-93	-35	
-592	-175	-8471	7	-94	-37	
-602	-181	-8471	6	-95	-36	
-592	-173	-8467	7	-94	-36	
-598	-181	-8465	8	-93	-35	
-593	-177	-8465	7	-96	-37	
-594	-173	-8469	9	-94	-37	
-597	-184	-8459	8	-94	-34	
-596	-183	-8464	8	-94	-37	
-595	-175	-8468	8	-94	-36	
-595	-180	-8460	8	-94	-35	
-594	-176	-8464	8	-93	-36	
-601	-177	-8469	7	-95	-36	
-597	-180	-8466	8	-96	-35	
-595	-185	-8470	8	-93	-34	
-599	-175	-8463	7	-93	-35	
-596	-183	-8460	8	-94	-35	
-599	-181	-8465	7	-96	-36	
-590	-176	-8466	7	-95	-35	
-594	-171	-8466	7	-94	-36	
-597	-178	-8469	8	-94	-36	
-599	-175	-8465	7	-94	-35	
-597	-176	-8461	7	-94	-35	
-594	-183	-8475	7	-96	-35	
-596	-173	-8467	8	-96	-35	
-594	-180	-8467	9	-94	-36	
-598	-178	-8466	7	-93	-35	
-596	-182	-8460	7	-96	-36	
-598	-175	-8464	7	-94	-37	
-593	-171	-8460	8	-94	-35	
-600	-178	-8460	8	-95	-36	
-597	-175	-8463	8	-94	-36	
-597	-182	-8469	8	-93	-34	
-593	-181	-8460	7	-94	-35	
-597	-177	-8452	7	-96	-36	
-599	-176	-8476	9	-95	-36	
-589	-182	-8461	7	-94	-36	
-601	-173	-8461	6	-94	-35	
-595	-184	-8465	6	-96	-36	
-598	-171	-8458	8	-95	-37	
-598	-176	-8459	7	-93	-36	
-601	-173	-8470	6	-96	-37	
-594	-179	-8470	7	-96	-35	
-589	-177	-8459	7	-94	-36	
-598	-172	-8458	7	-95	-36	
-603	-179	-8467	6	-95	-36	
-591	-172	-8479	8	-95	-35	
-600	-175	-8458	8	-93	-36	
-603	-174	-8465	8	-95	-35	
-592	-181	-8485	7	-95	-36	
-595	-181	-8474	9	-94	-34	
-594	-175	-8459	8	-94	-36	
-595	-180	-8461	6	-96	-37	
-595	-181	-8473	8	-94	-35	
-598	-175	-8468	8	-93	-34	
-604	-176	-8458	8	-95	-35	
-600	-176	-8460	7	-96	-37	
-598	-181	-8471	7	-95	-35	
-596	-177	-8462	8	-95	-37	
-593	-174	-8465	8	-93	-35	
-596	-176	-8455	6	-95	-36	
-598	-179	-8460	7	-94	-36	
-602	-178	-8457	7	-94	-36	
-596	-181	-8467	6	-95	-36	
-594	-182	-8472	7	-93	-36	
-591	-179	-8471	8	-94	-35	
-600	-177	-8467	7	-94	-36	
-601	-177	-8462	8	-93	-35	
-604	-174	-8470	8	-94	-36	
-600	-183	-8470	8	-94	-35	
-589	-179	-8472	8	-94	-35	
-605	-175	-8469	7	-95	-36	
-595	-178	-8466	7	-93	-35	
-602	-178	-8467	7	-95	-36	
-595	-176	-8472	7	-94	-35	
-591	-177	-8468	8	-95	-36	
-599	-175	-8455	8	-94	-35	
-595	-185	-8480	6	-96	-36	
-596	-179	-8473	7	-94	-36	
-596	-178	-8467	8	-93	-36	
-594	-176	-8473	9	-93	-36	
-598	-168	-8460	8	-93	-35	
-596	-179	-8473	7	-94	-36	
-601	-175	-8482	9	-92	-35	
